Item,ID,Name,Type,SKU,Options,"Inventory Tracking","Current Stock","Low Stock",Price,"Cost Price","Retail Price","Sale Price",Description,"Product URL","Page Title","Meta Description","Search Keywords","Meta Keywords","Image URL (Import)","Variant Image URL","Image Description","Image is Thumbnail","Image Sort Order","Is Visible",Weight,"Brand ID",Channels,Categories,"Tax Class"
,,"SOUTHBEND RANGE 1168263 REPLACEMENT Pilot, LP",physical,sou1168263,,product,2,0,25.5100,,25.5100,,"SOUTHBEND RANGE 1168263 REPLACEMENT Pilot, LP w/0.014 inch Orifice.",https://pizzaparts.com/product/southbend-range-1168263-replacement-pilot-lp-p-20803,"SOUTHBEND RANGE 1168263 REPLACEMENT Pilot, LP",,,,https://pizzaparts.com/images/Southbend-1168263.JPG,,,Yes,0,Yes,0.1,"SOUTHBEND RANGE",,"Burners, Pilots, Orifices",
,,"SOUTHBEND RANGE 1176008 REPLACEMENT BURNER GAS VALVE",physical,sou1176008-PP,,product,7,0,39.5500,,39.5500,,"Burner Valve, No Orifice",https://pizzaparts.com/product/southbend-range-1176008-replacement-burner-gas-valve-p-20806,"SOUTHBEND RANGE 1176008 REPLACEMENT BURNER GAS VALVE",,,,https://pizzaparts.com/images/1176008.jpg,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,"Burners, Pilots, Orifices",
,,"SOUTHBEND RANGE 1177447 REPLACEMENT Front Pilot Tube Assembly",physical,sou1177447-PP,,product,0,0,34.7900,,34.7900,,"SOUTHBEND RANGE 1177447 REPLACEMENT TUBE ASSEMBLY, PILOT, FRONT

&nbsp;


	Southbend:
	SOU1177447
	&nbsp;
	ALLPOINTS:
	511061
	51-1061
",https://pizzaparts.com/product/southbend-range-1177447-replacement-front-pilot-tube-assembly-p-20807,"SOUTHBEND RANGE 1177447 REPLACEMENT Front Pilot Tube Assembly",,,,https://pizzaparts.com/images/SOUTHBEND-RANGE-1177447.jpg,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,"Burners, Pilots, Orifices",
,,"SOUTHBEND RANGE 1177448 REPLACEMENT TUBE ASSEMBLY, PILOT, REAR",physical,sou1177448-PP,,product,0,0,34.7900,,34.7900,,"SOUTHBEND RANGE 1177448 REPLACEMENT TUBE ASSEMBLY, PILOT, REAR


	Southbend
	SOU1177448
	&nbsp;
	ALLPOINTS
	511062
	51-1062


&nbsp;",https://pizzaparts.com/product/southbend-range-1177448-replacement-tube-assembly-pilot-rear-p-20808,"SOUTHBEND RANGE 1177448 REPLACEMENT TUBE ASSEMBLY, PILOT, REAR",,,,https://pizzaparts.com/images/1177448A.jpg,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,"Burners, Pilots, Orifices",
,,"SOUTHBEND 1177789 Replacement On/Off Light Switch",physical,pzpSWCH031,,product,250,0,21.8800,,21.8800,,"Gloss Black LIGHT SWITCH
SPST
1/4&quot; Quick Disconnect Tabs x2
15A-125V, 10A-250V,

Replacement for:


	Imperial:
	IMP1128
	&nbsp;
	Southbend Range:
	SOU1177789
	&nbsp;
	AllPoints:
	421234
	42-1234
	421982
	42-1982
",https://pizzaparts.com/product/southbend-1177789-replacement-on-off-light-switch-p-20809,"SOUTHBEND 1177789 Replacement On/Off Light Switch",,,,https://pizzaparts.com/images/Southbend-1177789.JPG,,,Yes,0,Yes,0.1,"SOUTHBEND RANGE",,"Switches and Indicator Lights",
,,"SOUTHBEND RANGE 1178202 REPLACEMENT Burner Valve",physical,pzpBRNVLV004,,product,183,0,24.8800,,24.8800,,"
	NAT or LP Burner Valve
	1/8&quot; MPT X 3/8-27
	STEM NOTCHED FOR SET SCREW
	LENGTH FROM VALVE BODY: 1-3/4&quot;
	&nbsp;
	Replacement for:
	Southbend:
	SOU1178202
	&nbsp;
	Star MFG:
	2J-1178202
	&nbsp;
	AllPoints:
	521679
	52-1679
	F12498
",https://pizzaparts.com/product/southbend-range-1178202-replacement-burner-valve-p-20810,"SOUTHBEND RANGE 1178202 REPLACEMENT Burner Valve",,,,https://pizzaparts.com/images/1178202.jpg,,,Yes,0,Yes,0.5,"SOUTHBEND RANGE",,"Burners, Pilots, Orifices",
,,"SOUTHBEND RANGE 1180866 OVEN SAFETY VALVE",physical,pzpRGV018,,product,118,0,169.8800,,169.8800,,"
	Body In/Out: 1/2&quot; FPT&nbsp;
	Pilot In/Out: 1/4&quot; w/ CCT Fittings&nbsp;



Replacement for:


	Southbend Range:
	SOU1180866
	&nbsp;
	AllPoints:
	541112
	54-1112
	F11654
",https://pizzaparts.com/product/southbend-range-1180866-oven-safety-valve-p-20811,"SOUTHBEND RANGE 1180866 OVEN SAFETY VALVE",,,,https://pizzaparts.com/images/1180866.jpg,,,Yes,0,Yes,1.5,"SOUTHBEND RANGE",,"Gas Valves",
,,"SOUTHBEND RANGE 1182762 REPLACEMENT BURNER ASSEMBLY",physical,sou1182762,,product,0,0,61.8200,,61.8200,,"SOUTHBEND RANGE 1182762 REPLACEMENT BURNER ASSEMBLY",https://pizzaparts.com/product/southbend-range-1182762-replacement-burner-assembly-p-20814,"SOUTHBEND RANGE 1182762 REPLACEMENT BURNER ASSEMBLY",,,,https://pizzaparts.com/images/1182762.png,,,Yes,0,No,3,"SOUTHBEND RANGE",,"Burners, Pilots, Orifices",
,,"Southbend Range 1190573 Replacement Off-200F-550F Black Knob",physical,pzpKNOB009,,product,125,0,14.8800,,14.8800,,"Black Knob Off-200F-550F

Replacement for:


	Bakers Pride:
	BKRS1055X
	&nbsp;
	Imperial:
	IMP37089
	&nbsp;
	Southbend Range:
	SOU1190573
	&nbsp;
	Jade Range:
	JD3075200000
	&nbsp;
	Vulcan Hart:
	VH00-418060-00002 (Black not Red)
	VH00-418060-00005
	VH418060-1
	VH418060-2
	VH922511
	&nbsp;
	AllPoints:
	224456
	22-4456
",https://pizzaparts.com/product/southbend-range-1190573-replacement-off-200f-550f-black-knob-p-20816,"Southbend Range 1190573 Replacement Off-200F-550F Black Knob",,,,https://pizzaparts.com/images/Southbend-1190573.JPG,,,Yes,0,Yes,0.5,"SOUTHBEND RANGE",,Knobs,
,,"SOUTHBEND RANGE 1195448 REPLACEMENT FLAME SENSOR 90 DEGREE",physical,sou1195448-PP,,product,14,0,50.5500,,50.5500,,"SOUTHBEND RANGE 1195448 REPLACEMENT FLAME SENSOR 90 DEGREE",https://pizzaparts.com/product/southbend-range-1195448-replacement-flame-sensor-90-degree-p-20818,"SOUTHBEND RANGE 1195448 REPLACEMENT FLAME SENSOR 90 DEGREE",,,,https://pizzaparts.com/images/SOUTHBEND_1195448.jpg,,,Yes,0,Yes,1,"SOUTHBEND RANGE",,"Burners, Pilots, Orifices",
,,"SOUTHBEND RANGE 4440708 REPLACEMENT BURNER VALVE KIT",physical,sbr4440708-PP,,product,0,0,36.8800,,36.8800,,"
	Burner Valve and Knob Kit
	&nbsp;
	Replacement for:
	Southbend:
	SOU4440708
	SOU1073496
	SOU1164404
	SOU1176000
	SOU1176001
	SOU4440397
	SOU4440398
	&nbsp;
	AllPoints:
	521084
	52-1084
	F12499K
",https://pizzaparts.com/product/southbend-range-4440708-replacement-burner-valve-kit-p-20821,"SOUTHBEND RANGE 4440708 REPLACEMENT BURNER VALVE KIT",,,,https://pizzaparts.com/images/4440708a.jpg,,,Yes,0,Yes,1.5,"SOUTHBEND RANGE",,"Burners, Pilots, Orifices",
,,"SOUTHBEND RANGE 1034900 REPLACEMENT Hook, Left Door",physical,sou1034900,,product,3,0,15.4900,,15.4900,,"SOUTHBEND RANGE 1034900 REPLACEMENT Hook, Left Door",https://pizzaparts.com/product/southbend-range-1034900-replacement-hook-left-door-p-20824,"SOUTHBEND RANGE 1034900 REPLACEMENT Hook, Left Door",,,,https://pizzaparts.com/images/1034900.jpg,,,Yes,0,Yes,0.3,"SOUTHBEND RANGE",,"Doors and Windows",
,,"SOUTHBEND RANGE 1034901 REPLACEMENT Hook, Right Door",physical,sou1034901,,product,3,0,15.4900,,15.4900,,"SOUTHBEND RANGE 1034901 REPLACEMENT Hook, Right Door",https://pizzaparts.com/product/southbend-range-1034901-replacement-hook-right-door-p-20825,"SOUTHBEND RANGE 1034901 REPLACEMENT Hook, Right Door",,,,https://pizzaparts.com/images/1034901.jpg,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,"Doors and Windows",
,,"SOUTHBEND RANGE 1163578 REPLACEMENT Ceramic Tile",physical,sou1163578-PP,,product,-24,0,39.5500,,39.5500,,"Ceramic Tile, 3-5/8 inch X 5-3/16 inch",https://pizzaparts.com/product/southbend-range-1163578-replacement-ceramic-tile-p-20827,"SOUTHBEND RANGE 1163578 REPLACEMENT Ceramic Tile",,,,https://pizzaparts.com/images/1163578.jpg,,,Yes,0,Yes,2.5,"SOUTHBEND RANGE",,"Heating Elements",
,,"SOUTHBEND RANGE 1170193 REPLACEMENT Thermostat",physical,pzpTCK064,,product,0,0,280.7500,,280.7500,,"SOUTHBEND RANGE 1170193 REPLACEMENT Thermostat",https://pizzaparts.com/product/southbend-range-1170193-replacement-thermostat-p-20829,"SOUTHBEND RANGE 1170193 REPLACEMENT Thermostat",,,,https://pizzaparts.com/images/1170193.png,,,Yes,0,No,3,"SOUTHBEND RANGE",,Thermostats,
,,"SOUTHBEND RANGE 1173542 REPLACEMENT Thermostat, KX-257",physical,pzpTCK030,,product,0,0,104.5600,,104.5600,,"Thermostat, KX-257

Replacement for:

Blodgett
1173542

Southbend Range
1011201
1011299
116145-2

AllPoints
461055
46-1055",https://pizzaparts.com/product/southbend-range-1173542-replacement-thermostat-kx-257-p-20830,"SOUTHBEND RANGE 1173542 REPLACEMENT Thermostat, KX-257",,,,https://pizzaparts.com/images/SOUTHBEND_1173542.jpg,,,Yes,0,No,1.5,"SOUTHBEND RANGE",,Thermostats,
,,"Southbend Range 1174340 Replacement NAT/LP Pilot Safety Valve",physical,pzpRGV017,,product,119,0,199.8800,,199.8800,,"Baso H43BA-2

&nbsp;

Replacement for:

&nbsp;


	Southbend:
	SOU1174340
	&nbsp;
	Star:
	STA2J-8579
	&nbsp;
	AllPoints:
	541023
	54-1023
",https://pizzaparts.com/product/southbend-range-1174340-replacement-nat-lp-pilot-safety-valve-p-20831,"Southbend Range 1174340 Replacement NAT/LP Pilot Safety Valve",,,,https://pizzaparts.com/images/1174340.png,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,"Gas Valves",
,,"SOUTHBEND RANGE 1174561 REPLACEMENT Heating Element",physical,sou1174561,,product,5,0,79.9800,,79.9800,,"Heating Element, 208V, 3000W

SOUTHBEND RANGE:
SOU1174561

Allpoints:
341494
34-1494",https://pizzaparts.com/product/southbend-range-1174561-replacement-heating-element-p-20832,"SOUTHBEND RANGE 1174561 REPLACEMENT Heating Element",,,,https://pizzaparts.com/images/1174561.png,,,Yes,0,No,3,"SOUTHBEND RANGE",,"Heating Elements",
,,"Southbend Range 1175196 Replacement Blower Wheel Assembly",physical,pzpMBM044,,product,242,0,49.8800,,49.8800,,"Blower Wheel Assembly

Replacement for:

Southbend
SOU1175196

AllPoints
26-2479
262479
F10646K",https://pizzaparts.com/product/southbend-range-1175196-replacement-blower-wheel-assembly-p-20835,"Southbend Range 1175196 Replacement Blower Wheel Assembly",,,,https://pizzaparts.com/images/1175196.png,,,Yes,0,Yes,1,"SOUTHBEND RANGE",,"Blower Wheels and Shafts",
,,"Southbend 1175723 Replacement 24V Hot Surface Module",physical,pzpICM022,,product,310,0,104.8800,,104.8800,,"24V Hot Surface Ignitor

Replacement for:

Southbend Range:
SOU1175723

AllPoints:
441205
44-1205",https://pizzaparts.com/product/southbend-1175723-replacement-24v-hot-surface-module-p-20838,"Southbend 1175723 Replacement 24V Hot Surface Module",,,,https://pizzaparts.com/images/Southbend_1175723.jpg,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,"Ignition Control Modules",
,,"Southbend Range 1177540 SPDT Fan Switch",physical,pzpSWCH057,,product,393,0,11.8800,,11.8800,,"
	SPDT Rocker Switch
	&nbsp;1/4&quot; Quick Disconnect Terminals x3
	125VAC @ 15A
	250VAC @ 10A&nbsp;



Replacement for:


	Imperial:
	IMP1127
	&nbsp;
	Royal Range:
	ROY2525
	&nbsp;
	Southbend:
	SOU1177540
	&nbsp;
	AllPoints:
	421235
	42-1235
	F10494
",https://pizzaparts.com/product/southbend-range-1177540-spdt-fan-switch-p-20841,"Southbend Range 1177540 SPDT Fan Switch",,,,https://pizzaparts.com/images/1177540a.jpg,,,Yes,0,Yes,0.2,"SOUTHBEND RANGE",,"Switches and Indicator Lights",
,,"SOUTHBEND RANGE 1177567 Door Switch",physical,pzpSWCH034,,product,224,0,10.8800,,10.8800,,"MINI MICRO LEVER DOOR SWITCH
15A 250V
NO,NC,COM, 1/4&quot; Quick Disconnect

Replacement for:


	Southbend:
	SOU1177567
	SOU1185195
	&nbsp;
	AllPoints:
	421425
	42-1425
	F10700
",https://pizzaparts.com/product/southbend-range-1177567-door-switch-p-20843,"SOUTHBEND RANGE 1177567 Door Switch",,,,https://pizzaparts.com/images/1177567B.jpg,,,Yes,0,Yes,0.3,"SOUTHBEND RANGE",,"Switches and Indicator Lights",
,,"SOUTHBEND RANGE 1178007 REPLACEMENT Heating Element",physical,sou1178007,,product,4,0,138.3800,,138.3800,,"SOUTHBEND RANGE 1178007 REPLACEMENT Heating Element, 208V, 3000W",https://pizzaparts.com/product/southbend-range-1178007-replacement-heating-element-p-20844,"SOUTHBEND RANGE 1178007 REPLACEMENT Heating Element",,,,https://pizzaparts.com/images/1178007.jpg,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,"Heating Elements",
,,"SOUTHBEND 1178204 REPLACEMENT Knob",physical,sou1178204-PP,,product,0,0,10.9300,,10.9300,,"2 1/2&quot; Diameter Pointer Control Knob


	Replacement for:
	&nbsp;
	Southbend Range:
	SOU1178204
	&nbsp;
	Allpoints:
	22-1312
	221312
",https://pizzaparts.com/product/southbend-1178204-replacement-knob-p-20845,"SOUTHBEND 1178204 REPLACEMENT Knob",,,,https://pizzaparts.com/images/SOUTHBEND_RANGE_1178204.jpg,,,Yes,0,Yes,0.4,"SOUTHBEND RANGE",,Knobs,
,,"SOUTHBEND RANGE 1181996 REPLACEMENT Temperature Probe",physical,pzpRTS049,,product,465,0,33.8800,,33.8800,,"RTD Style Temperature Sensor

Sensor for Control Boards:


	SOU1181998
	SOU1172733


Replacement for:


	Southbend:
	SOU1181996
	SOU1172753
	SOU1175026
	&nbsp;
	AllPoints:
	441220
	44-1220
	F10229
",https://pizzaparts.com/product/southbend-range-1181996-replacement-temperature-probe-p-20851,"SOUTHBEND RANGE 1181996 REPLACEMENT Temperature Probe",,,,https://pizzaparts.com/images/SOUTHBEND_1181996.jpg,,,Yes,0,Yes,1,"SOUTHBEND RANGE",,"Temp Probes & Thermocouples",
,,"SOUTHBEND 1181998 Replacement Control Board/Analog Pot",physical,pzpTCB005,,product,396,0,119.8800,,119.8800,,"Old Style Controller before switching to Intertek brand.

Used with:


	Temperature Probe SOU1181996
	Knob SOU1170337


Replacement for:


	Southbend:
	SOU1181998
	SOU1175024
	&nbsp;
	AllPoints:
	461259
	46-1259
	F10428
",https://pizzaparts.com/product/southbend-1181998-replacement-control-board-analog-pot-p-20852,"SOUTHBEND 1181998 Replacement Control Board/Analog Pot",,,,https://pizzaparts.com/images/1181998.jpg,,,Yes,0,Yes,1,"SOUTHBEND RANGE",,"Control Boards",
,,"Southbend 1182553 Replacement Snap Action Griddle Thermostat",physical,pzpTST015,,product,64,0,185.8800,,185.8800,,"Snap Action Griddle Thermostat with Fittings

Replacement for:


	Southbend:
	SOU1182553
	&nbsp;
	AllPoints
	461338
	46-1338
",https://pizzaparts.com/product/southbend-1182553-replacement-snap-action-griddle-thermostat-p-20853,"Southbend 1182553 Replacement Snap Action Griddle Thermostat",,,,https://pizzaparts.com/images/TCK015.jpg,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,Thermostats,
,,"SOUTHBEND RANGE 1183676 REPLACEMENT Radiant",physical,sou1183676,,product,0,0,195.3000,,195.3000,,"SOUTHBEND RANGE 1183676 REPLACEMENT Radiant",https://pizzaparts.com/product/southbend-range-1183676-replacement-radiant-p-20855,"SOUTHBEND RANGE 1183676 REPLACEMENT Radiant",,,,https://pizzaparts.com/images/1183676.png,,,Yes,0,No,3,"SOUTHBEND RANGE",,"Body Panels and Crumb Trays",
,,"SOUTHBEND RANGE 1184192 REPLACEMENT Knob, Chrome Plated",physical,sou1184192-PP,,product,11,0,14.5500,,14.5500,,"REPLACEMENT Cast Aluminum Knob

Replacement for:


	Southbend:
	SOU1184192
	&nbsp;
	AllPoints:
	221646
	22-1646
	F11033
",https://pizzaparts.com/product/southbend-range-1184192-replacement-knob-chrome-plated-p-20856,"SOUTHBEND RANGE 1184192 REPLACEMENT Knob, Chrome Plated",,,,https://pizzaparts.com/images/SOUTH-BEND_1184192.jpg,,,Yes,0,Yes,1,"SOUTHBEND RANGE",,Knobs,
,,"SOUTHBEND RANGE 1184689 REPLACEMENT Knob",physical,sou1184689-PP,,product,6,0,23.8800,,23.8800,,"2 1/2&quot; Diameter Black Plastic Knob with set screw.

&nbsp;

Replacement for:

&nbsp;

Southbend:


	1184689


AllPoints:


	221497
	22-1497
	F11213
",https://pizzaparts.com/product/southbend-range-1184689-replacement-knob-p-20857,"SOUTHBEND RANGE 1184689 REPLACEMENT Knob",,,,https://pizzaparts.com/images/SOUTHBEND_1184689.jpg,,,Yes,0,Yes,0.3,"SOUTHBEND RANGE",,Knobs,
,,"SOUTHBEND RANGE 1189809 REPLACEMENT 1 Pole Battery Quickliter",physical,pzpRIC004,,product,353,0,16.8800,,16.8800,,"Ignitor, Battery Operated - 1.5V, 1 Pole

Replacement for:


	Southbend Range
	SOU1189809
	SOU1182706
	&nbsp;
	AllPoints
	441855
	44-1855
	F10891
",https://pizzaparts.com/product/southbend-range-1189809-replacement-1-pole-battery-quickliter-p-20861,"SOUTHBEND RANGE 1189809 REPLACEMENT 1 Pole Battery Quickliter",,,,https://pizzaparts.com/images/1189809a.jpg,,,Yes,0,Yes,0.4,"SOUTHBEND RANGE",,"Burners, Pilots, Orifices",
,,"SOUTHBEND RANGE 1189810 Replacement 2 Pole Battery Quickliter",physical,pzpRIC005,,product,310,0,16.8800,,16.8800,,"Ignitor, Battery Operated - 1.5V, 2 Pole

Replacement for:

Southbend Range:
SOU1189810


	AllPoints:
	8007896
	800-7896
	F10892
",https://pizzaparts.com/product/southbend-range-1189810-replacement-2-pole-battery-quickliter-p-20862,"SOUTHBEND RANGE 1189810 Replacement 2 Pole Battery Quickliter",,,,https://pizzaparts.com/images/1189810.png,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,"Burners, Pilots, Orifices",
,,"Southbend 1190642 Replacement Fenwal Ignition Module",physical,SOU1190642-PP,,product,0,0,242.5500,,242.5500,,"Fenwal 35-755236-005

&nbsp;

Replacement for:


	Southbend:
	SOU1190642
	&nbsp;
	AllPoints:
	8009292
	800-9292
",https://pizzaparts.com/product/southbend-1190642-replacement-fenwal-ignition-module-p-20865,"Southbend 1190642 Replacement Fenwal Ignition Module",,,,https://pizzaparts.com/images/Southbend-1190642.JPG,,,Yes,0,Yes,0.4,"SOUTHBEND RANGE",,"Ignition Control Modules",
,,"SOUTHBEND 1191727 REPLACEMENT Thermostat - RX",physical,pzpTST065,,product,450,0,119.8800,,119.8800,,"Thermostat - RX

Replacement for:

Southbend Range:
SBR1191727

AllPoints:
461767
46-1767",https://pizzaparts.com/product/southbend-1191727-replacement-thermostat-rx-p-20867,"SOUTHBEND 1191727 REPLACEMENT Thermostat - RX",,,,https://pizzaparts.com/images/SOUTHBEND_1191727.jpg,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,Thermostats,
,,"SOUTHBEND RANGE 4440635 REPLACEMENT Ignition Module Kit, NAT",physical,sou4440635,,product,2,0,235.2500,,235.2500,,"SOUTHBEND RANGE 4440635 REPLACEMENT Ignition Module Kit, NAT",https://pizzaparts.com/product/southbend-range-4440635-replacement-ignition-module-kit-nat-p-20871,"SOUTHBEND RANGE 4440635 REPLACEMENT Ignition Module Kit, NAT",,,,https://pizzaparts.com/images/4440635.png,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,"Ignition Control Modules",
,,"Crown Steam 4914-2 Hi-Limit Thermostat",physical,crwn4914-2-PP,,product,0,0,83.9000,,83.9000,,"High Limit Thermostat

Replacement for:


	Accutemp:
	ACCAC-4914-2
	&nbsp;
	Blodgett:
	Bl43416
	&nbsp;
	Groen:
	GRCROWN-4914-2
	&nbsp;
	Market Forge:
	MAR97-6155
	&nbsp;
	Southbend:
	SOU4914-2
	&nbsp;
	AllPoints:
	481190
	48-1190
	F10724
	F10664
	F10780
	&nbsp;
",https://pizzaparts.com/product/crown-steam-4914-2-hi-limit-thermostat-p-20873,"Crown Steam 4914-2 Hi-Limit Thermostat",,,,https://pizzaparts.com/images/4914-2.jpg,,,Yes,0,Yes,0.3,"CROWN STEAM",,Thermostats,
,,"Crown Steam 5373-2 Replacement Fenwal Ignition Module",physical,sou5373-1-PP,,product,3,0,179.8800,,179.8800,,"Fenwal Ignition Module

120VAC 50/60Hz 50mA Max

Ignition Time: 4 SEC

&nbsp;

Replacement for:


	Accutemp:
	ACCAC-5373-1
	ACCAC-5373-2
	&nbsp;
	Blodgett:
	BL41093
	&nbsp;
	Crown Steam:
	CRWN5373-2
	CRWN4851-1
	CRWN5373-1
	&nbsp;
	Groen:
	GRCROWN-5373-1
	&nbsp;
	Market Forge:
	MAR97-5788
	MAR97-6917
	&nbsp;
	Southbend:
	SOU4851-1
	SOU4851-3
	SOU5373-1
	SOU5373-2
	SOU1190511
	SOU5373-2WENDY
	&nbsp;
	AllPoints:
	441860
	44-1860
	441320
	44-1320
	F10561
	F10430
	F10662
",https://pizzaparts.com/product/crown-steam-5373-2-replacement-fenwal-ignition-module-p-20874,"Crown Steam 5373-2 Replacement Fenwal Ignition Module",,,,https://pizzaparts.com/images/5373-1.jpg,,,Yes,0,Yes,1,"CROWN STEAM",,"Ignition Control Modules",
,,"SOUTHBEND RANGE B94-00002-01 REPLACEMENT Thermostat Kit",physical,pzpTCK063,,product,0,0,187.3600,,187.3600,,"SOUTHBEND RANGE B94-00002-01 REPLACEMENT Thermostat Kit, BJWA, 36 inch Capillary",https://pizzaparts.com/product/southbend-range-b94-00002-01-replacement-thermostat-kit-p-20878,"SOUTHBEND RANGE B94-00002-01 REPLACEMENT Thermostat Kit",,,,https://pizzaparts.com/images/SOUTHBEND_B94-00002-01.jpg,,,Yes,0,Yes,3,"SOUTHBEND RANGE",,Thermostats,
,,"WELLS 2E-46529 REPLACEMENT FILL SOLENOID VALVE 240V .75 GPM",physical,pzpWSV002,,product,61,0,87.8800,,87.8800,,"240V .75 GPM SOLENOID VALVE

Replacement for:


	Wells:
	WEL66529
	WEL2E46529
	&nbsp;
	AllPoints:
	581106
	58-1106
	F11491
",https://pizzaparts.com/product/wells-2e-46529-replacement-fill-solenoid-valve-240v-75-gpm-p-20886,"WELLS 2E-46529 REPLACEMENT FILL SOLENOID VALVE 240V .75 GPM",,,,https://pizzaparts.com/images/WEL2E-46529.gif,,,Yes,0,Yes,0.5,WELLS,,"Food Warmer Parts",
,,"Wells 2T-30257 Replacement SJ Thermostat",physical,pzpTST026,,product,204,0,87.8800,,87.8800,,"TYPE- SJ
TEMP Range 100F-450F
BULB 3/16&quot; X 11-5/8&quot;
Capillary 36&quot;

Replacement for:


	APW Wyott:
	APWAS-1479436
	APW1479436
	&nbsp;
	Eagle-Metal Masters:
	EAG320055
	&nbsp;
	Wells:
	WEL2T-30257
	WEL2T-41396
	WEL50257
	WEL61396
	WEL64969
	&nbsp;
	AllPoints
	461025
	46-1025
",https://pizzaparts.com/product/wells-2t-30257-replacement-sj-thermostat-p-20901,"Wells 2T-30257 Replacement SJ Thermostat",,,,https://pizzaparts.com/images/2T-30257.jpg,,,Yes,0,Yes,2,STAR,,Thermostats,
,,"Star 2T-3B70A8929 100F-200F K Type Thermostat",physical,pzpTCK019,,product,-3,0,86.8500,,86.8500,,"TYPE - KTEMP Range 100F-200FBULB 1/4"" X 13""Capillary 36""Replacement for:Blodgett15365Middleby/Toastmaster3B70A8929Star2T-3B70A8929AllPoints46116946-1169",https://pizzaparts.com/product/star-2t-3b70a8929-100f-200f-k-type-thermostat-p-20904,"Star 2T-3B70A8929 100F-200F K Type Thermostat",,,,https://pizzaparts.com/images/TCK019.jpg,,,Yes,0,Yes,2,STAR,,Thermostats,
,,"Wells 2T-46269 Replacement Warmer Thermostat with Aux Switch",physical,pzpTST020,,product,23,0,119.8800,,119.8800,,"TYPE- KA
TEMP Range 100F-493F
CURVED BULB 3/16&quot; X 12&quot;
Capillary 36&quot;

Replacement for:

Wells:
WEL2T-46269
WEL66269

AllPoints:
461214
46-1214",https://pizzaparts.com/product/wells-2t-46269-replacement-warmer-thermostat-with-aux-switch-p-20905,"Wells 2T-46269 Replacement Warmer Thermostat with Aux Switch",,,,https://pizzaparts.com/images/Wells_2T-46269.jpg,,,Yes,0,Yes,2,WELLS,,Thermostats,
,,"STAR 2T-Y7590 REPLACEMENT STEM ADAPTER",physical,sta2T-Y7590-PP,,product,2,0,21.8500,,21.8500,,"STEM ADAPTER

Replacement for:

Southbend Range
1180260

Star
2T-Y7590

Allpoints
262306
26-2306",https://pizzaparts.com/product/star-2t-y7590-replacement-stem-adapter-p-20906,"STAR 2T-Y7590 REPLACEMENT STEM ADAPTER",,,,https://pizzaparts.com/images/STAR_2T-Y7590.jpg,,,Yes,0,Yes,0.5,STAR,,"Miscellaneous Parts",
,,"STAR 2T-Z5958 100F-450F SA Griddle Thermostat",physical,pzpTST022,,product,231,0,117.8800,,117.8800,,"Type - SA
Temp Range 100F-450F
BULB 3/16&quot; X 9-3/4&quot;
capillary 36&quot;

Replacement for:


	Star:
	2T-Z5958
	&nbsp;
	AllPoints:
	461368
	46-1368
	F12238
",https://pizzaparts.com/product/star-2t-z5958-100f-450f-sa-griddle-thermostat-p-20908,"STAR 2T-Z5958 100F-450F SA Griddle Thermostat",,,,https://pizzaparts.com/images/TCK022.jpg,,,Yes,0,Yes,2,STAR,,Thermostats,
,,"STAR 2U-51067 REPLACEMENT Gearmotor Assembly - 115 V",physical,sta2U-51067,,product,47,0,292.2900,,292.2900,,"STAR 2U-51067 REPLACEMENT Gearmotor Assembly - 115 V",https://pizzaparts.com/product/star-2u-51067-replacement-gearmotor-assembly-115-v-p-20910,"STAR 2U-51067 REPLACEMENT Gearmotor Assembly - 115 V",,,,https://pizzaparts.com/images/STAR_2U-51067.jpg,,,Yes,0,Yes,3,STAR,,"Conveyor Drive Motors",
,,"STAR 2U-52223 REPLACEMENT Gearmotor Assembly - 115 V",physical,sta2U-52223,,product,5,0,189.2200,,189.2200,,"STAR 2U-52223 REPLACEMENT Gearmotor Assembly - 115 V",https://pizzaparts.com/product/star-2u-52223-replacement-gearmotor-assembly-115-v-p-20911,"STAR 2U-52223 REPLACEMENT Gearmotor Assembly - 115 V",,,,https://pizzaparts.com/images/2u-52223.JPG,,,Yes,0,Yes,3,STAR,,"Conveyor Drive Motors",
,,"STAR 2U-Z3641 REPLACEMENT Gear Motor- 115V, 60Hz",physical,sta2U-Z3641,,product,1,0,110.5900,,110.5900,,"STAR 2U-Z3641 REPLACEMENT Gear Motor- 115V, 60Hz",https://pizzaparts.com/product/star-2u-z3641-replacement-gear-motor-115v-60hz-p-20912,"STAR 2U-Z3641 REPLACEMENT Gear Motor- 115V, 60Hz",,,,https://pizzaparts.com/images/STAR_2U-Z3641.jpg,,,Yes,0,Yes,3,STAR,,"Conveyor Drive Motors",
